time(s)	speed(km/s)	position(km)	M(r)(kg)
6430	-4578.73	-5997.75	5.5755e+024
6440	-4206.51	-6008.91	5.58913e+024
6450	-3834.77	-6019.05	5.60147e+024
6460	-3463.45	-6028.15	5.61253e+024
6470	-3092.53	-6036.23	5.62232e+024
6480	-2721.96	-6043.28	5.63084e+024
6490	-2351.68	-6049.29	5.6381e+024
6500	-1981.67	-6054.28	5.64412e+024
6510	-1611.87	-6058.25	5.64889e+024
6520	-1242.25	-6061.19	5.65243e+024
6530	-872.746	-6063.1	5.65472e+024
6540	-503.33	-6063.98	5.65579e+024
6550	-133.952	-6063.84	5.65562e+024
6560	235.432	-6062.67	5.65422e+024
6570	604.866	-6060.48	5.65158e+024
6580	974.396	-6057.26	5.6477e+024
6590	1344.06	-6053.01	5.64259e+024
6600	1713.92	-6047.74	5.63623e+024
6610	2084	-6041.44	5.62862e+024
6620	2454.35	-6034.1	5.61974e+024
6630	2825.02	-6025.74	5.60961e+024
6640	3196.04	-6016.35	5.59819e+024
6650	3567.47	-6005.92	5.58549e+024
6660	3939.34	-5994.46	5.57148e+024
6670	4311.71	-5981.97	5.55617e+024
6680	4684.59	-5968.44	5.53952e+024
6690	5058.06	-5953.87	5.52154e+024
6700	5432.13	-5938.26	5.5022e+024
6710	5806.85	-5921.61	5.48149e+024
6720	6182.27	-5903.92	5.45938e+024
6730	6558.41	-5885.18	5.43586e+024
6740	6935.33	-5865.39	5.41091e+024
6750	7313.05	-5844.55	5.3845e+024
6760	7691.61	-5822.66	5.35662e+024
6770	8071.05	-5799.71	5.32725e+024
6780	8451.4	-5775.71	5.29635e+024
6790	8832.69	-5750.64	5.26391e+024
6800	9214.96	-5724.51	5.22991e+024
6810	9598.24	-5697.32	5.19431e+024
6820	9982.54	-5669.06	5.15709e+024
6830	10367.9	-5639.72	5.11822e+024
6840	10754.4	-5609.31	5.07769e+024
6850	11141.9	-5577.82	5.03546e+024
6860	11530.6	-5545.25	4.99151e+024
6870	11920.5	-5511.6	4.94582e+024
6880	12311.5	-5476.86	4.89835e+024
6890	12703.6	-5441.03	4.84908e+024
6900	13097	-5404.1	4.79799e+024
6910	13491.5	-5366.08	4.74506e+024
6920	13887.3	-5326.95	4.69026e+024
6930	14284.2	-5286.72	4.63357e+024
6940	14682.4	-5245.38	4.57498e+024
6950	15081.7	-5202.93	4.51447e+024
6960	15482.2	-5159.37	4.45201e+024
6970	15883.9	-5114.69	4.38761e+024
6980	16286.7	-5068.89	4.32124e+024
6990	16690.6	-5021.97	4.25291e+024
7000	17095.5	-4973.92	4.18261e+024
7010	17501.6	-4924.74	4.11035e+024
7020	17908.6	-4874.43	4.03612e+024
7030	18316.5	-4822.98	3.95993e+024
7040	18725.4	-4770.4	3.88181e+024
7050	19135	-4716.68	3.80177e+024
7060	19545.4	-4661.81	3.71984e+024
7070	19956.5	-4605.81	3.63606e+024
7080	20368.1	-4548.66	3.55046e+024
7090	20780.2	-4490.36	3.46309e+024
7100	21192.7	-4430.92	3.37401e+024
7110	21605.4	-4370.33	3.28328e+024
7120	22018.2	-4308.6	3.19097e+024
7130	22431	-4245.72	3.09717e+024
7140	22843.7	-4181.69	3.00197e+024
7150	23255.9	-4116.52	2.90547e+024
7160	23667.7	-4050.2	2.80778e+024
7170	24078.8	-3982.75	2.70903e+024
7180	24488.9	-3914.15	2.60934e+024
7190	24897.9	-3844.42	2.50888e+024
7200	25305.6	-3773.56	2.40778e+024
7210	25711.7	-3701.58	2.30621e+024
7220	26115.9	-3628.47	2.20436e+024
7230	26518	-3554.25	2.10241e+024
7240	26917.7	-3478.93	2.00056e+024
7250	27314.7	-3402.5	1.89902e+024
7260	27708.6	-3324.98	1.798e+024
7270	28099.2	-3246.39	1.69773e+024
7280	28486	-3166.72	1.59843e+024
7290	28868.8	-3086	1.50036e+024
7300	29247.2	-3004.23	1.40374e+024
7310	29620.7	-2921.43	1.30883e+024
7320	29989	-2837.62	1.21586e+024
7330	30351.6	-2752.81	1.1251e+024
7340	30708.2	-2667.01	1.03677e+024
7350	31058.2	-2580.25	9.51112e+023
7360	31401.3	-2492.55	8.68366e+023
7370	31737	-2403.92	7.88748e+023
7380	32064.8	-2314.4	7.12468e+023
7390	32384.2	-2224	6.3972e+023
7400	32694.8	-2132.75	5.70681e+023
7410	32996.1	-2040.68	5.05508e+023
7420	33287.6	-1947.81	4.44335e+023
7430	33568.9	-1854.17	3.87274e+023
7440	33839.4	-1759.79	3.34405e+023
7450	34098.8	-1664.72	2.85783e+023
7460	34346.4	-1568.96	2.41429e+023
7470	34581.9	-1472.58	2.01333e+023
7480	34804.9	-1375.59	1.6545e+023
7490	35014.9	-1278.03	1.337e+023
7500	35211.5	-1179.95	1.05969e+023
7510	35394.3	-1081.38	8.2106e+022
7520	35562.9	-982.357	6.19257e+022
7530	35717	-882.929	4.52085e+022
7540	35856.3	-783.135	3.17021e+022
7550	35980.4	-683.017	2.11232e+022
7560	36089.1	-582.618	1.31599e+022
7570	36182.3	-481.983	7.47437e+021
7580	36259.5	-381.155	3.70599e+021
7590	36320.8	-280.178	1.47491e+021
7600	36365.9	-179.099	3.85782e+020
7610	36394.8	-77.9625	3.18459e+019
7620	36407.4	23.1865	8.37865e+017
7630	36403.6	124.303	1.29037e+020
7640	36383.6	225.34	7.67954e+020
7650	36347.3	326.254	2.32686e+021
7660	36294.8	427	5.20485e+021
7670	36226.2	527.533	9.78673e+021
7680	36141.7	627.81	1.64392e+022
7690	36041.6	727.786	2.55073e+022
7700	35925.9	827.42	3.73112e+022
7710	35795	926.669	5.21435e+022
7720	35649.2	1025.49	7.02666e+022
7730	35488.8	1123.85	9.1911e+022
7740	35314	1221.7	1.17274e+023
7750	35125.3	1319.01	1.46518e+023
7760	34923	1415.74	1.79771e+023
7770	34707.6	1511.85	2.17126e+023
7780	34479.5	1607.31	2.58641e+023
7790	34239.1	1702.08	3.04341e+023
7800	33986.8	1796.14	3.54217e+023
7810	33723.1	1889.45	4.08231e+023
7820	33448.5	1981.98	4.66313e+023
7830	33163.4	2073.7	5.28366e+023
7840	32868.3	2164.59	5.94271e+023
7850	32563.7	2254.63	6.63881e+023
7860	32250.1	2343.77	7.37034e+023
7870	31927.9	2432.02	8.13545e+023
7880	31597.5	2519.33	8.93217e+023
7890	31259.6	2605.69	9.75839e+023
7900	30914.4	2691.08	1.06119e+024
7910	30562.5	2775.49	1.14904e+024
7920	30204.3	2858.89	1.23916e+024
7930	29840.2	2941.28	1.3313e+024
7940	29470.6	3022.63	1.42523e+024
7950	29096	3102.93	1.52071e+024
7960	28716.7	3182.17	1.6175e+024
7970	28333	3260.34	1.71536e+024
7980	27945.5	3337.43	1.81408e+024
7990	27554.4	3413.43	1.91342e+024
8000	27160	3488.32	2.01318e+024
8010	26762.7	3562.11	2.11314e+024
8020	26362.7	3634.79	2.2131e+024
8030	25960.4	3706.34	2.31289e+024
8040	25556.1	3776.77	2.41232e+024
8050	25149.9	3846.06	2.51123e+024
8060	24742.2	3914.23	2.60945e+024
8070	24333.2	3981.25	2.70685e+024
8080	23923.1	4047.13	2.80327e+024
8090	23512	4111.87	2.89861e+024
8100	23100.3	4175.47	2.99274e+024
8110	22688.1	4237.92	3.08556e+024
8120	22275.5	4299.22	3.17697e+024
8130	21862.7	4359.38	3.26688e+024
8140	21449.9	4418.39	3.35523e+024
8150	21037.1	4476.25	3.44194e+024
8160	20624.6	4532.97	3.52695e+024
8170	20212.3	4588.54	3.6102e+024
8180	19800.6	4642.97	3.69167e+024
8190	19389.3	4696.26	3.7713e+024
8200	18978.6	4748.41	3.84907e+024
8210	18568.7	4799.42	3.92495e+024
8220	18159.4	4849.29	3.99893e+024
8230	17751.1	4898.03	4.07098e+024
8240	17343.5	4945.64	4.1411e+024
8250	16936.9	4992.13	4.20929e+024
8260	16531.3	5037.48	4.27554e+024
8270	16126.7	5081.72	4.33986e+024
8280	15723.1	5124.83	4.40225e+024
8290	15320.5	5166.83	4.46273e+024
8300	14919.1	5207.71	4.5213e+024
8310	14518.7	5247.49	4.57797e+024
8320	14119.4	5286.15	4.63277e+024
8330	13721.3	5323.72	4.68572e+024
8340	13324.2	5360.18	4.73682e+024
8350	12928.3	5395.54	4.7861e+024
8360	12533.5	5429.8	4.83359e+024
8370	12139.7	5462.98	4.8793e+024
8380	11747.1	5495.07	4.92326e+024
8390	11355.5	5526.06	4.96549e+024
8400	10965	5555.98	5.00602e+024
8410	10575.6	5584.82	5.04486e+024
8420	10187.1	5612.57	5.08205e+024
8430	9799.7	5639.26	5.11761e+024
8440	9413.23	5664.87	5.15155e+024
8450	9027.71	5689.41	5.18391e+024
8460	8643.1	5712.88	5.21471e+024
8470	8259.38	5735.29	5.24396e+024
8480	7876.52	5756.64	5.2717e+024
8490	7494.48	5776.93	5.29793e+024
8500	7113.24	5796.16	5.32269e+024
8510	6732.75	5814.33	5.34598e+024
8520	6352.98	5831.45	5.36784e+024
8530	5973.89	5847.52	5.38827e+024
8540	5595.45	5862.54	5.4073e+024
8550	5217.61	5876.51	5.42494e+024
8560	4840.34	5889.43	5.4412e+024
8570	4463.6	5901.3	5.4561e+024
8580	4087.35	5912.13	5.46966e+024
8590	3711.54	5921.92	5.48187e+024
8600	3336.14	5930.67	5.49276e+024
8610	2961.1	5938.37	5.50234e+024
8620	2586.38	5945.04	5.5106e+024
8630	2211.94	5950.66	5.51757e+024
8640	1837.73	5955.25	5.52324e+024
8650	1463.72	5958.79	5.52762e+024
8660	1089.85	5961.3	5.53072e+024
8670	716.093	5962.77	5.53253e+024
8680	342.394	5963.2	5.53307e+024
8690	-31.2865	5962.6	5.53232e+024
8700	-404.992	5960.95	5.53029e+024
8710	-778.767	5958.27	5.52698e+024
8720	-1152.65	5954.55	5.52238e+024
8730	-1526.7	5949.79	5.51649e+024
8740	-1900.94	5943.99	5.50931e+024
8750	-2275.43	5937.15	5.50082e+024
8760	-2650.2	5929.26	5.49102e+024
8770	-3025.29	5920.34	5.4799e+024
8780	-3400.76	5910.37	5.46745e+024
8790	-3776.64	5899.36	5.45367e+024
8800	-4152.97	5887.3	5.43853e+024
8810	-4529.8	5874.19	5.42202e+024
8820	-4907.16	5860.04	5.40414e+024
8830	-5285.1	5844.83	5.38486e+024
8840	-5663.65	5828.58	5.36417e+024
8850	-6042.85	5811.26	5.34206e+024
8860	-6422.75	5792.89	5.31849e+024
8870	-6803.37	5773.47	5.29346e+024
8880	-7184.75	5752.98	5.26695e+024
8890	-7566.93	5731.43	5.23893e+024
8900	-7949.94	5708.82	5.20938e+024
8910	-8333.81	5685.13	5.17828e+024
8920	-8718.58	5660.38	5.14562e+024
8930	-9104.27	5634.55	5.11136e+024
8940	-9490.91	5607.65	5.07548e+024
8950	-9878.53	5579.68	5.03795e+024
8960	-10267.2	5550.62	4.99877e+024
8970	-10656.8	5520.47	4.95789e+024
8980	-11047.5	5489.24	4.9153e+024
8990	-11439.3	5456.92	4.87097e+024
9000	-11832.1	5423.51	4.82489e+024
9010	-12226	5389	4.77701e+024
9020	-12621.1	5353.39	4.72733e+024
9030	-13017.2	5316.69	4.67583e+024
9040	-13414.5	5278.87	4.62247e+024
9050	-13812.8	5239.95	4.56725e+024
9060	-14212.3	5199.92	4.51015e+024
9070	-14612.9	5158.77	4.45114e+024
9080	-15014.6	5116.5	4.39022e+024
9090	-15417.3	5073.12	4.32738e+024
9100	-15821.1	5028.61	4.2626e+024
9110	-16225.9	4982.97	4.19589e+024
9120	-16631.8	4936.21	4.12723e+024
9130	-17038.6	4888.32	4.05664e+024
9140	-17446.3	4839.29	3.98411e+024
9150	-17854.8	4789.13	3.90966e+024
9160	-18264.2	4737.82	3.8333e+024
9170	-18674.3	4685.38	3.75506e+024
9180	-19085.1	4631.8	3.67495e+024
9190	-19496.5	4577.07	3.59302e+024
9200	-19908.4	4521.19	3.5093e+024
9210	-20320.7	4464.18	3.42384e+024
9220	-20733.3	4406.01	3.33669e+024
9230	-21146	4346.7	3.24791e+024
9240	-21558.9	4286.24	3.15758e+024
9250	-21971.6	4224.63	3.06578e+024
9260	-22384.2	4161.88	2.97259e+024
9270	-22796.3	4097.99	2.87811e+024
9280	-23207.9	4032.95	2.78246e+024
9290	-23618.7	3966.77	2.68574e+024
9300	-24028.6	3899.45	2.58809e+024
9310	-24437.4	3831	2.48965e+024
9320	-24844.8	3761.43	2.39057e+024
9330	-25250.6	3690.72	2.291e+024
9340	-25654.5	3618.9	2.19113e+024
9350	-26056.3	3545.96	2.09112e+024
9360	-26455.7	3471.92	1.99118e+024
9370	-26852.4	3396.78	1.89149e+024
9380	-27246.1	3320.55	1.79228e+024
9390	-27636.5	3243.24	1.69375e+024
9400	-28023.2	3164.86	1.59614e+024
9410	-28405.9	3085.42	1.49966e+024
9420	-28784.2	3004.94	1.40456e+024
9430	-29157.7	2923.43	1.31108e+024
9440	-29526.2	2840.9	1.21944e+024
9450	-29889	2757.37	1.12989e+024
9460	-30245.9	2672.86	1.04267e+024
9470	-30596.4	2587.38	9.58009e+023
9480	-30940.1	2500.96	8.7613e+023
9490	-31276.5	2413.61	7.97253e+023
9500	-31605.2	2325.36	7.21583e+023
9510	-31925.6	2236.24	6.49313e+023
9520	-32237.5	2146.25	5.80618e+023
9530	-32540.2	2055.44	5.15657e+023
9540	-32833.3	1963.83	4.54566e+023
9550	-33116.3	1871.45	3.97459e+023
9560	-33388.9	1778.33	3.44422e+023
9570	-33650.4	1684.49	2.95515e+023
9580	-33900.6	1589.97	2.5077e+023
9590	-34138.8	1494.81	2.10184e+023
9600	-34364.7	1399.04	1.73725e+023
9610	-34577.8	1302.7	1.41326e+023
9620	-34777.8	1205.81	1.12886e+023
9630	-34964.3	1108.43	8.82694e+022
9640	-35136.8	1010.59	6.73077e+022
9650	-35295.1	912.327	4.97986e+022
9660	-35438.8	813.686	3.55077e+022
9670	-35567.6	714.709	2.41704e+022
9680	-35681.2	615.436	1.54933e+022
9690	-35779.5	515.912	9.1574e+021
9700	-35862.1	416.181	4.82045e+021
9710	-35928.9	316.285	2.12042e+021
9720	-35979.8	216.271	6.78992e+020
9730	-36014.7	116.182	1.05369e+020
9740	-36033.4	16.0627	2.78562e+017
9750	-36036	-84.041	3.98893e+019
9760	-36022.5	-184.085	4.1888e+020
9770	-35992.8	-284.023	1.53637e+021
9780	-35947	-383.813	3.78384e+021
9790	-35885.4	-483.408	7.54059e+021
9800	-35807.9	-582.767	1.31699e+022
9810	-35714.7	-681.845	2.10157e+022
9820	-35606.2	-780.601	3.1399e+022
9830	-35482.4	-878.991	4.46154e+022
9840	-35343.7	-976.975	6.09325e+022
9850	-35190.4	-1074.51	8.05877e+022
9860	-35022.8	-1171.57	1.03787e+023
9870	-34841.2	-1268.1	1.30703e+023
9880	-34646	-1364.06	1.61476e+023
9890	-34437.6	-1459.43	1.96212e+023
9900	-34216.4	-1554.17	2.34982e+023
9910	-33982.7	-1648.24	2.77826e+023
9920	-33737.1	-1741.62	3.24752e+023
9930	-33480	-1834.26	3.75735e+023
9940	-33211.8	-1926.14	4.30723e+023
9950	-32933	-2017.24	4.89636e+023
9960	-32644	-2107.51	5.52367e+023
9970	-32345.4	-2196.95	6.18789e+023
9980	-32037.5	-2285.51	6.8875e+023
9990	-31720.8	-2373.18	7.62083e+023
10000	-31395.9	-2459.94	8.38603e+023
10010	-31063	-2545.77	9.18112e+023
10020	-30722.8	-2630.64	1.0004e+024
10030	-30375.7	-2714.53	1.08525e+024
10040	-30022	-2797.43	1.17244e+024
10050	-29662.2	-2879.33	1.26173e+024
10060	-29296.7	-2960.2	1.35289e+024
10070	-28925.9	-3040.04	1.4457e+024
10080	-28550.2	-3118.82	1.53992e+024
10090	-28170	-3196.54	1.63532e+024
10100	-27785.7	-3273.19	1.73167e+024
10110	-27397.5	-3348.76	1.82876e+024
10120	-27005.9	-3423.23	1.92637e+024
10130	-26611.1	-3496.6	2.02431e+024
10140	-26213.4	-3568.86	2.12236e+024
10150	-25813.3	-3640.01	2.22035e+024
10160	-25410.8	-3710.04	2.31808e+024
10170	-25006.4	-3778.94	2.41541e+024
10180	-24600.2	-3846.71	2.51215e+024
10190	-24192.4	-3913.34	2.60817e+024
10200	-23783.4	-3978.84	2.70333e+024
10210	-23373.3	-4043.2	2.79749e+024
10220	-22962.4	-4106.41	2.89054e+024
10230	-22550.7	-4168.48	2.98237e+024
10240	-22138.5	-4229.4	3.07288e+024
10250	-21726	-4289.18	3.16197e+024
10260	-21313.2	-4347.81	3.24957e+024
10270	-20900.3	-4405.29	3.33561e+024
10280	-20487.6	-4461.63	3.42002e+024
10290	-20075	-4516.82	3.50274e+024
10300	-19662.6	-4570.86	3.58373e+024
10310	-19250.7	-4623.77	3.66294e+024
10320	-18839.2	-4675.53	3.74034e+024
10330	-18428.3	-4726.15	3.81589e+024
10340	-18018.1	-4775.63	3.88959e+024
10350	-17608.5	-4823.97	3.9614e+024
10360	-17199.7	-4871.18	4.03131e+024
10370	-16791.6	-4917.26	4.09932e+024
10380	-16384.5	-4962.2	4.16543e+024
10390	-15978.2	-5006.02	4.22962e+024
10400	-15572.9	-5048.72	4.29191e+024
10410	-15168.5	-5090.29	4.35229e+024
10420	-14765.1	-5130.74	4.41079e+024
10430	-14362.7	-5170.08	4.4674e+024
10440	-13961.4	-5208.31	4.52214e+024
10450	-13561	-5245.42	4.57503e+024
10460	-13161.7	-5281.42	4.62609e+024
10470	-12763.4	-5316.33	4.67532e+024
10480	-12366.1	-5350.12	4.72276e+024
10490	-11969.9	-5382.82	4.76841e+024
10500	-11574.7	-5414.43	4.81231e+024
10510	-11180.4	-5444.94	4.85447e+024
10520	-10787.2	-5474.35	4.89491e+024
10530	-10394.9	-5502.68	4.93366e+024
10540	-10003.6	-5529.93	4.97074e+024
10550	-9613.27	-5556.09	5.00617e+024
10560	-9223.81	-5581.17	5.03996e+024
10570	-8835.24	-5605.17	5.07216e+024
10580	-8447.53	-5628.1	5.10276e+024
10590	-8060.65	-5649.95	5.13181e+024
10600	-7674.57	-5670.74	5.1593e+024
10610	-7289.27	-5690.45	5.18528e+024
10620	-6904.7	-5709.09	5.20975e+024
10630	-6520.84	-5726.67	5.23273e+024
10640	-6137.65	-5743.19	5.25424e+024
10650	-5755.09	-5758.65	5.27429e+024
10660	-5373.13	-5773.04	5.29291e+024
10670	-4991.73	-5786.38	5.31011e+024
10680	-4610.86	-5798.66	5.32589e+024
10690	-4230.46	-5809.88	5.34028e+024
10700	-3850.52	-5820.05	5.35329e+024
10710	-3470.97	-5829.16	5.36492e+024
10720	-3091.79	-5837.22	5.37519e+024
10730	-2712.94	-5844.23	5.3841e+024
10740	-2334.36	-5850.19	5.39166e+024
10750	-1956.03	-5855.1	5.39789e+024
10760	-1577.89	-5858.96	5.40277e+024
10770	-1199.91	-5861.77	5.40632e+024
10780	-822.045	-5863.52	5.40855e+024
10790	-444.25	-5864.23	5.40945e+024
10800	-66.483	-5863.89	5.40902e+024
10810	311.298	-5862.5	5.40726e+024
10820	689.134	-5860.06	5.40417e+024
10830	1067.07	-5856.58	5.39976e+024
10840	1445.15	-5852.04	5.394e+024
10850	1823.41	-5846.45	5.38691e+024
10860	2201.89	-5839.8	5.37847e+024
10870	2580.65	-5832.11	5.36868e+024
10880	2959.71	-5823.36	5.35752e+024
10890	3339.12	-5813.56	5.34499e+024
10900	3718.92	-5802.7	5.33108e+024
10910	4099.15	-5790.79	5.31578e+024
10920	4479.85	-5777.81	5.29907e+024
10930	4861.06	-5763.78	5.28094e+024
10940	5242.82	-5748.69	5.26138e+024
10950	5625.17	-5732.53	5.24036e+024
10960	6008.14	-5715.31	5.21788e+024
10970	6391.76	-5697.02	5.19392e+024
10980	6776.08	-5677.67	5.16845e+024
10990	7161.13	-5657.24	5.14146e+024
11000	7546.94	-5635.74	5.11293e+024
11010	7933.54	-5613.17	5.08284e+024
11020	8320.96	-5589.51	5.05117e+024
11030	8709.23	-5564.78	5.0179e+024
11040	9098.38	-5538.97	4.983e+024
11050	9488.44	-5512.07	4.94646e+024
11060	9879.42	-5484.08	4.90824e+024
11070	10271.4	-5455.01	4.86834e+024
11080	10664.3	-5424.84	4.82672e+024
11090	11058.1	-5393.58	4.78337e+024
11100	11453	-5361.21	4.73827e+024
11110	11848.9	-5327.75	4.69138e+024
11120	12245.9	-5293.18	4.6427e+024
11130	12643.8	-5257.51	4.5922e+024
11140	13042.8	-5220.72	4.53987e+024
11150	13442.8	-5182.83	4.48568e+024
11160	13843.8	-5143.81	4.42963e+024
11170	14245.9	-5103.68	4.37169e+024
11180	14649	-5062.43	4.31186e+024
11190	15053	-5020.06	4.25012e+024
11200	15458	-4976.56	4.18648e+024
11210	15864	-4931.93	4.12093e+024
11220	16270.9	-4886.16	4.05346e+024
11230	16678.6	-4839.27	3.98408e+024
11240	17087.2	-4791.24	3.9128e+024
11250	17496.5	-4742.07	3.83962e+024
11260	17906.6	-4691.76	3.76458e+024
11270	18317.3	-4640.3	3.68768e+024
11280	18728.6	-4587.71	3.60896e+024
11290	19140.4	-4533.97	3.52844e+024
11300	19552.6	-4479.08	3.44618e+024
11310	19965.1	-4423.05	3.36222e+024
11320	20377.9	-4365.87	3.2766e+024
11330	20790.7	-4307.55	3.1894e+024
11340	21203.5	-4248.08	3.10068e+024
11350	21616.1	-4187.46	3.01053e+024
11360	22028.5	-4125.7	2.91903e+024
11370	22440.3	-4062.79	2.82628e+024
11380	22851.5	-3998.74	2.73238e+024
11390	23261.9	-3933.56	2.63746e+024
11400	23671.3	-3867.23	2.54164e+024
11410	24079.4	-3799.78	2.44506e+024
11420	24486.1	-3731.2	2.34786e+024
11430	24891.1	-3661.49	2.2502e+024
11440	25294.2	-3590.67	2.15225e+024
11450	25695.1	-3518.74	2.05419e+024
11460	26093.5	-3445.7	1.95619e+024
11470	26489.2	-3371.57	1.85847e+024
11480	26881.8	-3296.36	1.76122e+024
11490	27271.1	-3220.06	1.66465e+024
11500	27656.7	-3142.7	1.56898e+024
11510	28038.2	-3064.29	1.47443e+024
11520	28415.3	-2984.83	1.38124e+024
11530	28787.6	-2904.35	1.28962e+024
11540	29154.7	-2822.86	1.19982e+024
11550	29516.3	-2740.36	1.11207e+024
11560	29872	-2656.89	1.02659e+024
11570	30221.2	-2572.46	9.43604e+023
11580	30563.7	-2487.09	8.63341e+023
11590	30898.9	-2400.79	7.86006e+023
11600	31226.4	-2313.59	7.11801e+023
11610	31545.7	-2225.52	6.4091e+023
11620	31856.5	-2136.6	5.73506e+023
11630	32158.2	-2046.86	5.0974e+023
11640	32450.4	-1956.31	4.49746e+023
11650	32732.6	-1864.99	3.93635e+023
11660	33004.4	-1772.94	3.41491e+023
11670	33265.3	-1680.17	2.93373e+023
11680	33514.9	-1586.73	2.49313e+023
11690	33752.7	-1492.64	2.09309e+023
11700	33978.3	-1397.94	1.73332e+023
11710	34191.3	-1302.67	1.41318e+023
11720	34391.3	-1206.86	1.13172e+023
11730	34577.9	-1110.55	8.87649e+022
11740	34750.8	-1013.78	6.79349e+022
11750	34909.5	-916.591	5.04885e+022
11760	35053.8	-819.019	3.62011e+022
11770	35183.4	-721.107	2.48186e+022
11780	35298.1	-622.898	1.60593e+022
11790	35397.5	-524.433	9.61615e+021
11800	35481.4	-425.757	5.15969e+021
11810	35549.8	-326.913	2.34095e+021
11820	35602.4	-227.944	7.9486e+020
11830	35639.1	-128.896	1.43872e+020
11840	35659.9	-29.8116	1.7808e+018
11850	35664.7	69.2638	2.23322e+019
11860	35653.6	168.286	3.20076e+020
11870	35626.4	267.211	1.27972e+021
11880	35583.4	365.993	3.28222e+021
11890	35524.5	464.591	6.69737e+021
11900	35450	562.96	1.18802e+022
11910	35360	661.057	1.91673e+022
11920	35254.6	758.84	2.88743e+022
11930	35134.2	856.268	4.12921e+022
11940	34999	953.299	5.66856e+022
11950	34849.2	1049.89	7.52905e+022
11960	34685.1	1146.01	9.73128e+022
11970	34507.2	1241.62	1.22927e+023
11980	34315.7	1336.68	1.52275e+023
11990	34111	1431.14	1.85466e+023
12000	33893.6	1524.99	2.22578e+023
12010	33663.7	1618.18	2.63656e+023
12020	33421.9	1710.69	3.08715e+023
12030	33168.6	1802.47	3.57738e+023
12040	32904.1	1893.5	4.10681e+023
12050	32629	1983.76	4.67472e+023
12060	32343.7	2073.2	5.28016e+023
12070	32048.7	2161.82	5.92192e+023
12080	31744.4	2249.57	6.59861e+023
12090	31431.3	2336.45	7.30864e+023
12100	31109.7	2422.42	8.05026e+023
12110	30780.3	2507.46	8.82159e+023
12120	30443.3	2591.56	9.62062e+023
12130	30099.3	2674.69	1.04452e+024
12140	29748.7	2756.84	1.12933e+024
12150	29391.8	2837.99	1.21626e+024
12160	29029.2	2918.12	1.30509e+024
12170	28661.1	2997.22	1.39559e+024
12180	28288	3075.28	1.48753e+024
12190	27910.3	3152.28	1.5807e+024
12200	27528.2	3228.22	1.67487e+024
12210	27142.3	3303.08	1.76983e+024
12220	26752.7	3376.85	1.86537e+024
12230	26359.8	3449.53	1.96128e+024
12240	25964	3521.1	2.05738e+024
12250	25565.5	3591.56	2.15347e+024
12260	25164.6	3660.91	2.24938e+024
12270	24761.5	3729.13	2.34494e+024
12280	24356.5	3796.22	2.43999e+024
12290	23949.9	3862.19	2.53438e+024
12300	23541.9	3927.01	2.62798e+024
12310	23132.6	3990.7	2.72064e+024
12320	22722.4	4053.25	2.81226e+024
12330	22311.3	4114.66	2.90272e+024
12340	21899.5	4174.92	2.99192e+024
12350	21487.3	4234.03	3.07977e+024
12360	21074.7	4292	3.16618e+024
12370	20661.9	4348.82	3.25109e+024
12380	20249.1	4404.49	3.33442e+024
12390	19836.3	4459.02	3.41611e+024
12400	19423.7	4512.4	3.49612e+024
12410	19011.4	4564.64	3.5744e+024
12420	18599.4	4615.73	3.65091e+024
12430	18187.8	4665.68	3.72562e+024
12440	17776.8	4714.49	3.79851e+024
12450	17366.4	4762.16	3.86955e+024
12460	16956.6	4808.69	3.93873e+024
12470	16547.5	4854.09	4.00603e+024
12480	16139.2	4898.35	4.07145e+024
12490	15731.7	4941.49	4.13499e+024
12500	15325	4983.49	4.19665e+024
12510	14919.2	5024.37	4.25642e+024
12520	14514.3	5064.13	4.31432e+024
12530	14110.3	5102.76	4.37035e+024
12540	13707.2	5140.28	4.42453e+024
12550	13305	5176.68	4.47686e+024
12560	12903.8	5211.96	4.52736e+024
12570	12503.6	5246.14	4.57606e+024
12580	12104.3	5279.21	4.62295e+024
